date,log_return,weekday,days_to_friday,target_forward_return,target_horizon_scaled_return,fwd_rvol,atm_iv_30d,quantile_0_prob,quantile_1_prob,quantile_2_prob,quantile_3_prob,quantile_4_prob,expected_scaled_return_sq_plain,expected_scaled_return_sq,expected_realised_variance_plain,expected_realised_variance,expected_realised_volatility_plain,expected_realised_volatility
2007-10-01,0.0196084713883763,0,5,0.026060106669864996,0.01165443400294276,0.2469669885861645,,0.36990260576880624,0.13917787190859082,0.2994376206082478,0.15498756440688208,0.036494337307473056,7.340745925349278e-05,1.4710301322516146e-05,0.01849867973188018,0.003706995933274069,0.13600985159862566,0.06088510436284124
2007-10-02,0.0,1,4,0.006451635281488699,0.0032258176407443497,0.2469669885861645,,0.3670914503092336,0.2893549335087716,0.17514997304085023,0.1037833230821319,0.06462032005901268,7.602769650701142e-05,1.5264529828605022e-05,0.01915897951976688,0.0038466615168084657,0.13841596555226884,0.062021460131219626
2007-10-03,-0.0097561749453646,2,3,0.006451635281488699,0.0037248533664807877,0.2617276956592397,,0.35435984535170534,0.20728292163516537,0.23149614458597878,0.1559116725273913,0.050949415899759154,7.427409664482268e-05,1.4851915951851396e-05,0.018717072354495316,0.0037426828198665516,0.13681035178119863,0.06117746987140406
2007-10-08,0.0162078102268533,0,5,-0.016474837203505198,-0.007367771181056032,0.2582266746046044,,0.18452807233754456,0.139558030804043,0.39506704091264155,0.23894561851996676,0.04190123742580411,5.4925267962267684e-05,1.0878241978519609e-05,0.013841167526491456,0.0027413169785869412,0.11764849139063134,0.05235758759327001
2007-10-09,0.0,1,4,-0.032682647430358494,-0.016341323715179247,0.2582266746046044,,0.29277875928260755,0.2659441251820795,0.15809352100242394,0.25797765025217867,0.02520594428071027,6.176077506046805e-05,1.2426105309791741e-05,0.015563715315237949,0.0031313785380675187,0.12475462041639158,0.055958721733680786
2007-10-10,0.0,2,3,-0.032682647430358494,-0.01886933529174711,0.2605180885766177,,0.2083877445329607,0.21634065675633912,0.2906517055154557,0.2036330176093527,0.08098687558589178,6.455225551410666e-05,1.2922158686723261e-05,0.01626716838955488,0.003256383989054262,0.12754281002688814,0.05706473507389885
2007-10-11,-0.0460607733765345,3,2,-0.032682647430358494,-0.023110121625135583,0.2162910002683793,,0.19858751253860343,0.14012153815037875,0.2761439288205492,0.134346699293103,0.25080032119736556,9.99056876140159e-05,2.0014512582405888e-05,0.025176233278732005,0.005043657170766284,0.15867020286976383,0.07101871000494366
2007-10-19,0.013378125946176,4,1,0.013378125946176,0.013378125946176,0.211498766122611,0.1826622090159513,0.39628418452341374,0.1343034824828214,0.04268933250513614,0.0033412162427357713,0.423381784245893,0.0001682459604959024,3.3779881269718946e-05,0.042397982044967406,0.008512530079969174,0.20590770273345144,0.09226337344780525
2007-10-23,0.0099174366573459,1,4,0.0066225407604934,0.0033112703802467,0.208818365942498,,0.47301503208143403,0.27752916521160603,0.18228937541564014,0.01699747456562472,0.05016895272569509,9.627692835799582e-05,1.923364279829235e-05,0.024261785946214948,0.004846877985169673,0.1557619528197273,0.06961952301739557
2007-10-24,0.0,2,3,-0.0032948958968525,-0.0019023090329995844,0.2196564344443013,,0.6322926448056353,0.2271470129517871,0.03633623662835691,0.059931974789880826,0.04429213082433981,0.00011029698896300562,2.2346564691925614e-05,0.027794841218677417,0.005631334302365255,0.1667178491304318,0.07504221680071328
2007-10-25,-0.0099174366573459,3,2,-0.0032948958968525,-0.0023298432319681338,0.2170767861294517,,0.47126366942621667,0.1262546919605771,0.34188219315774754,0.01034132565548827,0.05025811979997041,8.732353084915428e-05,1.7531911614297856e-05,0.02200552977398688,0.00441804172680306,0.14834260943500652,0.066468351317022
2007-10-26,0.0066225407604934,4,1,0.0066225407604934,0.0066225407604934,0.2669174455732269,0.189587584492036,0.36899140654632995,0.20476812376563494,0.18952987726346007,0.02756181752593531,0.20914877489863978,0.00010880770152393949,2.186955908155911e-05,0.02741954078403275,0.005511128888552896,0.16558846814930306,0.07423697790557544
